0.000000000000000000e+00;-1.875000156250000000e+05;-5.844945312500000000e+04;-1.875000156250000000e+05;3.663316650390625000e+03;5.885006250000000000e+04;4.053544531250000000e+04;5.657210546875000000e+04;6.529516406250000000e+04;-2.600000053644180298e-02;2.340000122785568237e-01;4.440000355243682861e-01;1.920000000000000000e+02;2.550000000000000000e+02;4.800000000000000000e+01;7.000000000000000000e+00;8.000000000000000000e+01;1.300000000000000000e+01;2.240000000000000000e+02;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.621885995176634073e+09
1.000000000000000000e+00;-1.875000156250000000e+05;-5.853682421875000000e+04;-1.875000156250000000e+05;3.505334472656250000e+03;5.874435937500000000e+04;4.042900781250000000e+04;5.656457421875000000e+04;6.534364453125000000e+04;-2.600000053644180298e-02;2.340000122785568237e-01;4.440000355243682861e-01;1.920000000000000000e+02;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.621885995176644087e+09
2.000000000000000000e+00;-1.875000156250000000e+05;-5.835155078125000000e+04;-1.875000156250000000e+05;3.825679687500000000e+03;5.865703125000000000e+04;4.032162890625000000e+04;5.659333984375000000e+04;6.549078906250000000e+04;-2.600000053644180298e-02;2.340000122785568237e-01;4.440000355243682861e-01;1.920000000000000000e+02;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.621885995176651001e+09
3.000000000000000000e+00;-1.875000156250000000e+05;-5.809931250000000000e+04;-1.875000156250000000e+05;4.259504882812500000e+03;5.863816796875000000e+04;4.029228125000000000e+04;5.658129296875000000e+04;6.557847656250000000e+04;-2.600000053644180298e-02;2.340000122785568237e-01;4.440000355243682861e-01;1.920000000000000000e+02;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.621885995176657915e+09
4.000000000000000000e+00;-1.875000156250000000e+05;-5.820519140625000000e+04;-1.875000156250000000e+05;4.122242675781250000e+03;5.879058593750000000e+04;4.045399609375000000e+04;5.655301953125000000e+04;6.543703125000000000e+04;-2.600000053644180298e-02;2.340000122785568237e-01;4.440000355243682861e-01;1.920000000000000000e+02;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.621885995176665068e+09
5.000000000000000000e+00;-1.875000156250000000e+05;-5.851601562500000000e+04;-1.875000156250000000e+05;3.616377929687500000e+03;5.883873046875000000e+04;4.051760937500000000e+04;5.654591015625000000e+04;6.530712500000000000e+04;-2.600000053644180298e-02;2.340000122785568237e-01;4.440000355243682861e-01;1.920000000000000000e+02;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.621885995176671982e+09
6.000000000000000000e+00;-1.875000156250000000e+05;-5.860115234375000000e+04;-1.875000156250000000e+05;3.463425048828125000e+03;5.873309375000000000e+04;4.040498046875000000e+04;5.653388671875000000e+04;6.535471093750000000e+04;-2.600000053644180298e-02;2.340000122785568237e-01;4.440000355243682861e-01;1.920000000000000000e+02;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.621885995176678896e+09
7.000000000000000000e+00;-1.875000156250000000e+05;-5.838179296875000000e+04;-1.875000156250000000e+05;3.814302734375000000e+03;5.860924609375000000e+04;4.026450000000000000e+04;5.653180468750000000e+04;6.549572656250000000e+04;-4.200000315904617310e-02;3.540000021457672119e-01;6.680000424385070801e-01;1.920000000000000000e+02;2.540000000000000000e+02;1.760000000000000000e+02;1.100000000000000000e+01;1.600000000000000000e+01;2.000000000000000000e+01;2.240000000000000000e+02;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.621885995176686049e+09
8.000000000000000000e+00;-1.875000156250000000e+05;-5.813735546875000000e+04;-1.875000156250000000e+05;4.237577636718750000e+03;5.862010937500000000e+04;4.026803125000000000e+04;5.653484765625000000e+04;6.556459375000000000e+04;-4.200000315904617310e-02;3.540000021457672119e-01;6.680000424385070801e-01;1.920000000000000000e+02;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.621885995176692963e+09
9.000000000000000000e+00;-1.875000156250000000e+05;-5.826266015625000000e+04;-1.875000156250000000e+05;4.085183593750000000e+03;5.878790234375000000e+04;4.044277734375000000e+04;5.652344531250000000e+04;6.542359765625000000e+04;-4.200000315904617310e-02;3.540000021457672119e-01;6.680000424385070801e-01;1.920000000000000000e+02;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.621885995176700115e+09
1.000000000000000000e+01;-1.875000156250000000e+05;-5.859556640625000000e+04;-1.875000156250000000e+05;3.560498535156250000e+03;5.883926562500000000e+04;4.050435546875000000e+04;5.652215234375000000e+04;6.529049218750000000e+04;-4.200000315904617310e-02;3.540000021457672119e-01;6.680000424385070801e-01;1.920000000000000000e+02;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.621885995176707029e+09
1.100000000000000000e+01;-1.875000156250000000e+05;-5.867860156250000000e+04;-1.875000156250000000e+05;3.410205566406250000e+03;5.873211328125000000e+04;4.038631640625000000e+04;5.651535546875000000e+04;6.534051562500000000e+04;-4.200000315904617310e-02;3.540000021457672119e-01;6.680000424385070801e-01;1.920000000000000000e+02;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.621885995176713943e+09
1.200000000000000000e+01;-1.875000156250000000e+05;-5.849460156250000000e+04;-1.875000156250000000e+05;3.728650878906250000e+03;5.863425781250000000e+04;4.026961718750000000e+04;5.653232031250000000e+04;6.547538671875000000e+04;-4.200000315904617310e-02;3.540000021457672119e-01;6.680000424385070801e-01;1.920000000000000000e+02;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.621885995176721096e+09
1.300000000000000000e+01;-1.875000156250000000e+05;-5.825997656250000000e+04;-1.875000156250000000e+05;4.147165039062500000e+03;5.862435546875000000e+04;4.025222656250000000e+04;5.652863281250000000e+04;6.554657812500000000e+04;-4.200000315904617310e-02;3.540000021457672119e-01;6.680000424385070801e-01;1.920000000000000000e+02;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.621885995176728010e+09
1.400000000000000000e+01;-1.875000156250000000e+05;-5.836064843750000000e+04;-1.875000156250000000e+05;4.016720214843750000e+03;5.876744921875000000e+04;4.042281640625000000e+04;5.650730859375000000e+04;6.541335937500000000e+04;-4.200000315904617310e-02;3.540000021457672119e-01;6.680000424385070801e-01;1.920000000000000000e+02;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.621885995176736116e+09
1.500000000000000000e+01;-1.875000156250000000e+05;-5.867833203125000000e+04;-1.875000156250000000e+05;3.503770019531250000e+03;5.881756250000000000e+04;4.049098828125000000e+04;5.650438281250000000e+04;6.528472656250000000e+04;-4.200000315904617310e-02;3.540000021457672119e-01;6.680000424385070801e-01;1.920000000000000000e+02;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.621885995235481024e+09
1.600000000000000000e+01;-1.875000156250000000e+05;-5.876105859375000000e+04;-1.875000156250000000e+05;3.352895751953125000e+03;5.871742578125000000e+04;4.037368750000000000e+04;5.649754296875000000e+04;6.533741015625000000e+04;-4.200000315904617310e-02;3.540000021457672119e-01;6.680000424385070801e-01;1.920000000000000000e+02;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.621885995235508919e+09
1.700000000000000000e+01;-1.875000156250000000e+05;-5.856972656250000000e+04;-1.875000156250000000e+05;3.677711181640625000e+03;5.861089843750000000e+04;4.024746484375000000e+04;5.651457421875000000e+04;6.547730859375000000e+04;-4.800000041723251343e-02;4.080000221729278564e-01;7.780000567436218262e-01;1.920000000000000000e+02;2.540000000000000000e+02;1.280000000000000000e+02;1.200000000000000000e+01;1.920000000000000000e+02;2.400000000000000000e+01;8.000000000000000000e+01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.621885995235517025e+09
1.800000000000000000e+01;-1.875000156250000000e+05;-5.830879296875000000e+04;-1.875000156250000000e+05;4.119225097656250000e+03;5.859180859375000000e+04;4.022131640625000000e+04;5.650087109375000000e+04;6.555545312500000000e+04;-4.800000041723251343e-02;4.080000221729278564e-01;7.780000567436218262e-01;1.920000000000000000e+02;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.621885995235526085e+09
